UKPRN,Provider Name,Learner Category,Completions 13/14 BL,Sustained Positive Destination Rate 13/14 BL,Quintile 13/14 BL,Completions 13/14 All,Sustained Positive Destination Rate 13/14 All,Quintile 13/14 All,Completions 14/15 BL,Sustained Positive Destination Rate 14/15 BL,Quintile 14/15 BL,Completions 14/15 All,Sustained Positive Destination Rate 14/15 All,Quintile 14/15 All,Completions 15/16 BL,Sustained Positive Destination Rate 15/16 BL,Quintile 15/16 BL,Completions 15/16 All,Sustained Positive Destination Rate 15/16 All,Quintile 15/16 All
10002375,EXPEDIENT TRAINING SERVICES LIMITED,Full Level 3+: Education and Training,.,.,.,20,80,bottom quintile,.,.,.,.,.,.,.,.,.,.,.,.
10002375,EXPEDIENT TRAINING SERVICES LIMITED,"Full Level 3+: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,20,96,top quintile,.,.,.,.,.,.
10002375,EXPEDIENT TRAINING SERVICES LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,100,95,fourth quintile,x,x,x,330,91,second quintile,.,.,.,x,x,x
10002375,EXPEDIENT TRAINING SERVICES LIMITED,"Full Level 2: Construction, Planning and the Built Environment",.,.,.,10,100,top quintile,.,.,.,.,.,.,.,.,.,.,.,.
10002375,EXPEDIENT TRAINING SERVICES LIMITED,Full Level 2: Engineering and Manufacturing Technologies,30,59,second quintile,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10002375,EXPEDIENT TRAINING SERVICES LIMITED,Other provision below Full Level 2,50,34,bottom quintile,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10007928,FAREHAM COLLEGE,LLDD learner,70,40,bottom quintile,90,68,third quintile,60,47,fourth quintile,140,62,second quintile,20,50,fourth quintile,140,72,third quintile
10007928,FAREHAM COLLEGE,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,20,87,bottom quintile,.,.,.,10,100,top quintile,.,.,.,20,87,bottom quintile
10007928,FAREHAM COLLEGE,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,50,83,bottom quintile,.,.,.,90,93,third quintile,.,.,.,100,85,bottom quintile
10007928,FAREHAM COLLEGE,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,x,x,x,.,.,.,20,93,fourth quintile,.,.,.,20,90,second quintile
10007928,FAREHAM COLLEGE,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,10,73,bottom quintile,.,.,.,x,x,x,x,x,x,x,x,x
10007928,FAREHAM COLLEGE,"Full Level 3+: Arts, Media and Publishing",.,.,.,20,85,third quintile,.,.,.,20,86,fourth quintile,x,x,x,20,100,top quintile
10007928,FAREHAM COLLEGE,"Full Level 3+: Business, Administration and Law",.,.,.,20,100,top quintile,x,x,x,20,88,third quintile,.,.,.,10,80,second quintile
10007928,FAREHAM COLLEGE,Full Level 3+: Engineering and Manufacturing Technologies,.,.,.,20,80,second quintile,.,.,.,20,89,third quintile,.,.,.,30,89,fourth quintile
10007928,FAREHAM COLLEGE,"Full Level 3+: Health, Public Services and Care",.,.,.,10,91,fourth quintile,.,.,.,10,100,top quintile,.,.,.,x,x,x
10007928,FAREHAM COLLEGE,Full Level 3+: Retail and Commercial Enterprise,.,.,.,30,74,third quintile,.,.,.,30,90,top quintile,.,.,.,20,89,top quintile
10007928,FAREHAM COLLEGE,Access to HE,.,.,.,20,100,top quintile,.,.,.,20,96,top quintile,.,.,.,20,91,third quintile
10007928,FAREHAM COLLEGE,Other Level 3,.,.,.,20,94,top quintile,.,.,.,20,95,top quintile,.,.,.,x,x,x
10007928,FAREHAM COLLEGE,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,20,92,second quintile,x,x,x,30,93,third quintile,x,x,x,20,87,bottom quintile
10007928,FAREHAM COLLEGE,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,40,94,third quintile,.,.,.,30,100,top quintile,.,.,.,30,100,top quintile
10007928,FAREHAM COLLEGE,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,x,x,x,.,.,.,20,93,fourth quintile,.,.,.,x,x,x
10007928,FAREHAM COLLEGE,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,x,x,x,x,x,x,20,89,second quintile,.,.,.,20,81,bottom quintile
10007928,FAREHAM COLLEGE,"Full Level 2: Business, Administration and Law",30,52,second quintile,210,94,top quintile,x,x,x,80,94,top quintile,.,.,.,60,95,top quintile
10007928,FAREHAM COLLEGE,Full Level 2: Education and Training,x,x,x,10,100,top quintile,.,.,.,10,92,top quintile,.,.,.,.,.,.
10007928,FAREHAM COLLEGE,Full Level 2: Engineering and Manufacturing Technologies,.,.,.,x,x,x,.,.,.,10,92,top quintile,.,.,.,x,x,x
10007928,FAREHAM COLLEGE,Full Level 2: Information and Communication Technology,10,50,bottom quintile,x,x,x,10,20,bottom quintile,x,x,x,.,.,.,x,x,x
10007928,FAREHAM COLLEGE,Full Level 2: Retail and Commercial Enterprise,x,x,x,80,78,third quintile,x,x,x,70,72,second quintile,x,x,x,50,78,fourth quintile
10007928,FAREHAM COLLEGE,Full Level 2: Science and Mathematics,.,.,.,30,91,fourth quintile,x,x,x,60,84,bottom quintile,x,x,x,50,92,top quintile
10007928,FAREHAM COLLEGE,Traineeships,x,x,x,10,71,third quintile,.,.,.,20,75,fourth quintile,x,x,x,20,95,top quintile
10007928,FAREHAM COLLEGE,English & Maths,x,x,x,20,63,bottom quintile,.,.,.,20,70,bottom quintile,.,.,.,20,79,fourth quintile
10007928,FAREHAM COLLEGE,Other provision below Full Level 2,330,50,second quintile,110,76,third quintile,100,54,fourth quintile,120,65,bottom quintile,40,49,second quintile,70,82,top quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,LLDD learner,x,x,x,30,89,top quintile,x,x,x,20,67,third quintile,.,.,.,30,76,fourth quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",x,x,x,30,91,bottom quintile,.,.,.,40,89,bottom quintile,x,x,x,20,96,top quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,Advanced and Higher Apprenticeships: Education and Training,.,.,.,10,100,top quintile,x,x,x,x,x,x,.,.,.,x,x,x
10002407,FAREPORT TRAINING ORGANISATION LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,70,94,fourth quintile,.,.,.,110,94,fourth quintile,.,.,.,90,89,bottom quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,20,95,top quintile,.,.,.,30,86,bottom quintile,.,.,.,20,91,fourth quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,60,96,top quintile,.,.,.,10,100,top quintile,.,.,.,20,92,third quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,50,91,second quintile,.,.,.,30,94,fourth quintile,.,.,.,50,91,second quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,40,93,fourth quintile,.,.,.,40,87,second quintile,.,.,.,90,92,top quintile
10002407,FAREPORT TRAINING ORGANISATION LIMITED,"Full Level 2: Health, Public Services and Care",x,x,x,20,95,top quintile,.,.,.,x,x,x,.,.,.,x,x,x
10002407,FAREPORT TRAINING ORGANISATION LIMITED,Other provision below Full Level 2,20,63,top quintile,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,LLDD learner,x,x,x,200,83,top quintile,10,75,top quintile,180,74,fourth quintile,x,x,x,130,79,top quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,30,100,top quintile,.,.,.,10,100,top quintile,.,.,.,30,96,top quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,70,91,second quintile,.,.,.,20,95,fourth quintile,x,x,x,60,94,fourth quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,.,.,.,.,.,.,x,x,x,.,.,.,10,92,third quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Full Level 3+: Arts, Media and Publishing",x,x,x,10,100,top quintile,.,.,.,10,79,second quintile,.,.,.,x,x,x
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Full Level 3+: Business, Administration and Law",.,.,.,100,99,top quintile,.,.,.,50,92,fourth quintile,.,.,.,40,86,third quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Full Level 3+: Education and Training,.,.,.,x,x,x,.,.,.,20,100,top quintile,x,x,x,20,91,fourth quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Full Level 3+: Engineering and Manufacturing Technologies,.,.,.,10,91,fourth quintile,.,.,.,x,x,x,.,.,.,x,x,x
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Full Level 3+: Health, Public Services and Care",.,.,.,20,86,second quintile,x,x,x,30,88,third quintile,.,.,.,40,97,top quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Full Level 3+: Retail and Commercial Enterprise,.,.,.,x,x,x,.,.,.,20,94,top quintile,.,.,.,20,95,top quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Access to HE,x,x,x,80,95,top quintile,.,.,.,50,90,second quintile,.,.,.,70,91,third quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Other Level 3,x,x,x,40,98,top quintile,.,.,.,20,100,top quintile,.,.,.,x,x,x
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,40,93,third quintile,.,.,.,20,100,top quintile,.,.,.,30,90,second quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,x,x,x,10,92,top quintile,.,.,.,20,87,third quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Intermediate Apprenticeships: Engineering and Manufacturing Technologies,.,.,.,20,96,fourth quintile,.,.,.,40,94,third quintile,.,.,.,20,88,bottom quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Intermediate Apprenticeships: Retail and Commercial Enterprise,.,.,.,30,96,top quintile,.,.,.,30,89,second quintile,.,.,.,20,95,top quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Full Level 2: Business, Administration and Law",x,x,x,80,95,top quintile,.,.,.,60,97,top quintile,.,.,.,70,87,second quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Full Level 2: Health, Public Services and Care",x,x,x,80,96,top quintile,x,x,x,30,91,second quintile,.,.,.,50,91,third quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,"Full Level 2: Languages, Literature and Culture",.,.,.,20,100,top quintile,.,.,.,.,.,.,.,.,.,.,.,.
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Full Level 2: Retail and Commercial Enterprise,x,x,x,40,85,fourth quintile,.,.,.,30,76,third quintile,.,.,.,10,80,fourth quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Full Level 2: Science and Mathematics,x,x,x,20,100,top quintile,.,.,.,60,98,top quintile,.,.,.,60,86,second quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,English & Maths,x,x,x,120,89,top quintile,.,.,.,130,88,top quintile,x,x,x,100,92,top quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,English for Speakers of Other Languages (ESOL),20,71,top quintile,160,82,top quintile,x,x,x,50,83,top quintile,.,.,.,40,84,top quintile
10002412,FARNBOROUGH COLLEGE OF TECHNOLOGY,Other provision below Full Level 2,.,.,.,20,86,top quintile,x,x,x,170,79,third quintile,x,x,x,120,89,top quintile
10012865,FARRIERS REGISTRATION COUNCIL,LLDD learner,.,.,.,10,82,top quintile,.,.,.,.,.,.,.,.,.,.,.,.
10012865,FARRIERS REGISTRATION COUNCIL,"Advanced and Higher Apprenticeships: Agriculture, Horticulture and Animal Care",.,.,.,40,95,top quintile,.,.,.,.,.,.,.,.,.,.,.,.
10009213,FASHION RETAIL ACADEMY,"Full Level 3+: Business, Administration and Law",.,.,.,x,x,x,.,.,.,10,79,bottom quintile,.,.,.,x,x,x
10009213,FASHION RETAIL ACADEMY,Full Level 3+: Retail and Commercial Enterprise,.,.,.,50,64,bottom quintile,x,x,x,40,92,top quintile,x,x,x,30,81,top quintile
10020022,FINMECCANICA UK LIMITED,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,40,97,top quintile,.,.,.,20,95,fourth quintile,.,.,.,20,95,top quintile
10002463,FINNING (UK) LTD.,"Advanced and Higher Apprenticeships: Construction, Planning and the Built Environment",.,.,.,20,87,bottom quintile,.,.,.,10,92,fourth quintile,.,.,.,20,100,top quintile
10002463,FINNING (UK) LTD.,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,.,.,.,20,100,top quintile,.,.,.,20,95,top quintile
10008641,FIRCROFT COLLEGE OF ADULT EDUCATION,LLDD learner,30,45,third quintile,230,45,bottom quintile,30,50,fourth quintile,230,39,bottom quintile,30,29,bottom quintile,200,39,bottom quintile
10008641,FIRCROFT COLLEGE OF ADULT EDUCATION,Access to HE,x,x,x,10,91,third quintile,x,x,x,10,82,bottom quintile,x,x,x,x,x,x
10008641,FIRCROFT COLLEGE OF ADULT EDUCATION,Other Level 3,x,x,x,40,92,fourth quintile,x,x,x,40,87,fourth quintile,x,x,x,x,x,x
10008641,FIRCROFT COLLEGE OF ADULT EDUCATION,English & Maths,.,.,.,.,.,.,.,.,.,.,.,.,20,47,bottom quintile,60,52,bottom quintile
10008641,FIRCROFT COLLEGE OF ADULT EDUCATION,Other provision below Full Level 2,80,52,third quintile,220,59,bottom quintile,80,48,bottom quintile,270,54,bottom quintile,90,52,third quintile,220,51,bottom quintile
10010571,FIRST CITY TRAINING LIMITED,LLDD learner,x,x,x,10,83,top quintile,.,.,.,x,x,x,.,.,.,20,88,top quintile
10010571,FIRST CITY TRAINING LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,40,98,top quintile,.,.,.,x,x,x,.,.,.,20,100,top quintile
10010571,FIRST CITY TRAINING LIMITED,"Full Level 3+: Health, Public Services and Care",.,.,.,10,80,bottom quintile,.,.,.,x,x,x,.,.,.,x,x,x
10010571,FIRST CITY TRAINING LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,20,94,fourth quintile,.,.,.,30,92,third quintile,x,x,x,20,89,bottom quintile
10010571,FIRST CITY TRAINING LIMITED,"Full Level 2: Health, Public Services and Care",.,.,.,30,94,fourth quintile,.,.,.,50,96,top quintile,.,.,.,120,92,fourth quintile
10010571,FIRST CITY TRAINING LIMITED,English & Maths,30,72,top quintile,x,x,x,.,.,.,x,x,x,.,.,.,x,x,x
10010571,FIRST CITY TRAINING LIMITED,Other provision below Full Level 2,10,100,top quintile,x,x,x,.,.,.,10,92,top quintile,.,.,.,10,100,top quintile
10002483,FIRST RUNG LIMITED,Traineeships,.,.,.,10,69,third quintile,.,.,.,30,80,fourth quintile,x,x,x,60,83,top quintile
10038911,FIRST4SKILLS LIMITED,LLDD learner,30,63,top quintile,490,90,top quintile,40,46,third quintile,300,88,top quintile,50,43,third quintile,330,85,top quintile
10038911,FIRST4SKILLS LIMITED,"Advanced and Higher Apprenticeships: Arts, Media and Publishing",.,.,.,.,.,.,x,x,x,10,67,bottom quintile,.,.,.,.,.,.
10038911,FIRST4SKILLS LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",x,x,x,590,92,second quintile,x,x,x,560,92,second quintile,x,x,x,450,92,second quintile
10038911,FIRST4SKILLS LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,80,91,bottom quintile,x,x,x,190,92,third quintile,x,x,x,150,90,second quintile
10038911,FIRST4SKILLS LIMITED,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,x,x,x,1100,93,third quintile,x,x,x,740,92,third quintile,x,x,x,620,92,fourth quintile
10038911,FIRST4SKILLS LIMITED,"Full Level 3+: Health, Public Services and Care",.,.,.,20,94,top quintile,x,x,x,210,90,fourth quintile,.,.,.,30,85,third quintile
10038911,FIRST4SKILLS LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",20,100,top quintile,720,92,second quintile,20,83,second quintile,530,91,second quintile,20,83,third quintile,550,85,bottom quintile
10038911,FIRST4SKILLS LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,100,91,bottom quintile,x,x,x,170,87,bottom quintile,x,x,x,120,87,bottom quintile
10038911,FIRST4SKILLS LIMITED,Intermediate Apprenticeships: Retail and Commercial Enterprise,20,90,fourth quintile,1450,91,second quintile,50,86,third quintile,1060,91,third quintile,30,68,second quintile,1090,86,second quintile
10038911,FIRST4SKILLS LIMITED,"Full Level 2: Business, Administration and Law",.,.,.,20,88,third quintile,.,.,.,.,.,.,.,.,.,.,.,.
10038911,FIRST4SKILLS LIMITED,Full Level 2: Engineering and Manufacturing Technologies,30,52,bottom quintile,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10038911,FIRST4SKILLS LIMITED,"Full Level 2: Health, Public Services and Care",120,64,fourth quintile,70,58,bottom quintile,30,65,third quintile,40,63,bottom quintile,.,.,.,.,.,.
10038911,FIRST4SKILLS LIMITED,Full Level 2: Information and Communication Technology,50,64,top quintile,x,x,x,x,x,x,.,.,.,.,.,.,.,.,.
10038911,FIRST4SKILLS LIMITED,Full Level 2: Preparation for Life and Work,40,61,third quintile,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10038911,FIRST4SKILLS LIMITED,Other provision below Full Level 2,60,66,top quintile,30,56,bottom quintile,80,41,bottom quintile,40,37,bottom quintile,60,60,top quintile,x,x,x
10002424,FNTC TRAINING AND CONSULTANCY LIMITED,LLDD learner,x,x,x,40,95,top quintile,x,x,x,30,96,top quintile,.,.,.,40,76,fourth quintile
10002424,FNTC TRAINING AND CONSULTANCY LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,x,x,x,x,x,x,.,.,.,20,88,bottom quintile
10002424,FNTC TRAINING AND CONSULTANCY LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",x,x,x,140,95,fourth quintile,x,x,x,110,93,third quintile,.,.,.,130,95,top quintile
10002424,FNTC TRAINING AND CONSULTANCY LIMITED,"Intermediate Apprenticeships: Business, Administration and Law",x,x,x,50,88,bottom quintile,.,.,.,50,89,bottom quintile,.,.,.,40,88,bottom quintile
10002424,FNTC TRAINING AND CONSULTANCY LIMITED,"Intermediate Apprenticeships: Health, Public Services and Care",.,.,.,70,91,bottom quintile,x,x,x,70,93,third quintile,x,x,x,90,90,second quintile
10009687,FOCUS TRAINING & DEVELOPMENT LTD,LLDD learner,70,65,top quintile,20,64,second quintile,120,51,top quintile,30,57,second quintile,90,50,fourth quintile,40,72,fourth quintile
10009687,FOCUS TRAINING & DEVELOPMENT LTD,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,x,x,x,.,.,.,x,x,x,.,.,.,20,100,top quintile
10009687,FOCUS TRAINING & DEVELOPMENT LTD,"Intermediate Apprenticeships: Business, Administration and Law",.,.,.,20,86,bottom quintile,x,x,x,40,89,bottom quintile,x,x,x,50,87,bottom quintile
10009687,FOCUS TRAINING & DEVELOPMENT LTD,"Intermediate Apprenticeships: Construction, Planning and the Built Environment",.,.,.,x,x,x,10,50,bottom quintile,70,71,bottom quintile,x,x,x,30,92,top quintile
10009687,FOCUS TRAINING & DEVELOPMENT LTD,"Intermediate Apprenticeships: Health, Public Services and Care",x,x,x,20,55,bottom quintile,.,.,.,.,.,.,x,x,x,x,x,x
10009687,FOCUS TRAINING & DEVELOPMENT LTD,Intermediate Apprenticeships: Retail and Commercial Enterprise,x,x,x,x,x,x,x,x,x,20,70,bottom quintile,x,x,x,20,90,fourth quintile
10009687,FOCUS TRAINING & DEVELOPMENT LTD,"Full Level 2: Business, Administration and Law",.,.,.,10,91,fourth quintile,.,.,.,x,x,x,.,.,.,.,.,.
10009687,FOCUS TRAINING & DEVELOPMENT LTD,Full Level 2: Engineering and Manufacturing Technologies,.,.,.,40,95,top quintile,.,.,.,30,80,second quintile,.,.,.,.,.,.
10009687,FOCUS TRAINING & DEVELOPMENT LTD,"Full Level 2: Health, Public Services and Care",20,76,top quintile,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10009687,FOCUS TRAINING & DEVELOPMENT LTD,Full Level 2: Preparation for Life and Work,10,73,top quintile,x,x,x,.,.,.,.,.,.,.,.,.,.,.,.
10009687,FOCUS TRAINING & DEVELOPMENT LTD,Full Level 2: Retail and Commercial Enterprise,x,x,x,.,.,.,.,.,.,20,73,third quintile,.,.,.,.,.,.
10009687,FOCUS TRAINING & DEVELOPMENT LTD,Traineeships,x,x,x,40,68,second quintile,.,.,.,.,.,.,.,.,.,.,.,.
10009687,FOCUS TRAINING & DEVELOPMENT LTD,Other provision below Full Level 2,350,62,top quintile,20,31,bottom quintile,360,58,top quintile,40,57,bottom quintile,230,64,top quintile,50,66,second quintile
10026590,FOCUS TRAINING (SW) LIMITED,LLDD learner,80,48,fourth quintile,80,70,fourth quintile,40,57,top quintile,60,84,top quintile,30,22,bottom quintile,60,89,top quintile
10026590,FOCUS TRAINING (SW) LIMITED,"Advanced and Higher Apprenticeships: Business, Administration and Law",.,.,.,50,90,bottom quintile,.,.,.,30,100,top quintile,x,x,x,30,92,third quintile
10026590,FOCUS TRAINING (SW) LIMITED,Advanced and Higher Apprenticeships: Engineering and Manufacturing Technologies,x,x,x,30,80,bottom quintile,.,.,.,20,100,top quintile,.,.,.,40,83,bottom quintile
10026590,FOCUS TRAINING (SW) LIMITED,"Advanced and Higher Apprenticeships: Health, Public Services and Care",.,.,.,30,93,third quintile,.,.,.,20,100,top quintile,.,.,.,20,100,top quintile
10026590,FOCUS TRAINING (SW) LIMITED,Advanced and Higher Apprenticeships: Retail and Commercial Enterprise,.,.,.,10,100,top quintile,x,x,x,x,x,x,.,.,.,x,x,x
